gene,logFC,logCPM,PValue,FDR
AMOTL2,-1.165800214,5.148286101,7.39E-60,6.51E-58
PTPRN,-1.268323995,4.591533352,8.2E-60,7.21E-58
TPD52,1.073048888,5.86965136,8.28E-60,7.26E-58
HSPA1B,-0.970703203,7.10300318,9.12E-60,7.98E-58
SRXN1,-1.535516865,3.834503269,2.22E-59,1.93E-57
PSME3,-0.908547905,7.25987377,2.26E-59,1.97E-57
GSN,1.239845844,4.849176134,2.59E-59,2.25E-57
MRS2,-0.873850176,7.273733452,3.12E-59,2.7E-57
IGSF1,1.253916146,4.587310202,4.1E-59,3.54E-57
ACTN1,-0.893201996,8.281897034,6.52E-59,5.61E-57
CDK6,-1.150697431,5.240047039,8.56E-59,7.34E-57
PLEKHA2,2.595375395,2.791481059,8.7E-59,7.45E-57
ARHGAP21,-1.170238834,5.049439146,9.11E-59,7.78E-57
ACTN3,1.811838107,4.253095959,1E-58,8.55E-57
KCTD16,3.875142276,1.433258312,1.05E-58,8.96E-57
COA7,-1.19417917,4.779911845,1.4E-58,1.19E-56
AL121758.1,-1.52493696,3.818341126,1.74E-58,1.47E-56
LRRC45,-1.398050833,4.031079682,1.85E-58,1.56E-56
LSS,-0.899371209,7.564125403,1.91E-58,1.61E-56
BMP2,-2.083006412,3.392468756,2.18E-58,1.83E-56
CADM1,-1.224102066,4.840969977,2.66E-58,2.23E-56
MYO6,1.023135753,5.867526477,2.88E-58,2.41E-56
ERMP1,1.046844841,5.356639086,3.43E-58,2.86E-56
IRAK1,-1.075311151,5.854715502,3.98E-58,3.31E-56
AXL,-1.024318371,5.715409048,4.05E-58,3.37E-56
TRAM2,-1.299681903,5.338475588,4.14E-58,3.44E-56
CDCA7,0.927692047,6.403231558,4.26E-58,3.52E-56
PMM2,-1.187955122,5.012141955,4.39E-58,3.63E-56
GALNT12,1.349691122,4.085277336,5.77E-58,4.75E-56
RCN1,-0.938600171,6.594838948,5.91E-58,4.86E-56
INHBE,-1.634871882,4.319020766,1.19E-57,9.77E-56
MICB,1.576288683,4.32990116,1.21E-57,9.94E-56
A2ML1,1.611199477,3.640240631,1.37E-57,1.13E-55
STX16,0.949042425,6.360764288,1.5E-57,1.22E-55
CTPS1,-0.939403004,6.337907577,1.85E-57,1.51E-55
RNF165,2.177752896,2.663007666,2.4E-57,1.96E-55
BCL2L2,1.431183325,4.506060773,2.81E-57,2.28E-55
SESN2,-1.016824232,5.508910992,3.34E-57,2.71E-55
AC135050.2,1.015873378,5.758595145,3.84E-57,3.11E-55
MISP3,3.51997299,1.481831998,4.09E-57,3.3E-55
GAS2L3,1.488784526,4.115420106,4.28E-57,3.45E-55
SMIM14,1.088503075,5.119745414,5.42E-57,4.36E-55
MYCL,1.490616967,3.817664925,5.49E-57,4.41E-55
DHRS2,2.050987554,2.695986306,5.72E-57,4.58E-55
DDX50,1.094878709,5.574538258,6.28E-57,5.03E-55
CREB5,-1.739871967,3.730114436,6.53E-57,5.21E-55
EGLN2,-1.146472378,5.756120748,6.81E-57,5.43E-55
NODAL,-1.508642354,3.894269113,7.03E-57,5.6E-55
FAM72C,1.794878805,3.383065241,7.5E-57,5.95E-55
OGFRL1,-1.226466304,4.361414143,9.54E-57,7.54E-55
TRIM49C,-0.957258361,6.752553945,1.04E-56,8.23E-55
FHL3,-1.133910988,4.906644078,1.06E-56,8.39E-55
OLFM2,1.124137996,5.360061953,1.63E-56,1.28E-54
COL17A1,-2.778055928,2.338136299,1.91E-56,1.5E-54
ASGR1,2.413522264,2.642476549,2.14E-56,1.67E-54
ACBD5,1.189609391,4.653138882,2.14E-56,1.67E-54
PRAMEF12,-0.929237261,6.562235178,2.24E-56,1.75E-54
COL22A1,-2.360572542,2.322930627,5.84E-56,4.54E-54
PMEPA1,-1.168322612,4.813561408,6.47E-56,5.02E-54
SPTBN2,-1.059394346,5.866154413,7.1E-56,5.5E-54
AUTS2,-1.084910642,5.931784851,9.88E-56,7.63E-54
RGL4,-2.429693377,2.395685996,1E-55,7.72E-54
ZYX,-0.841761577,7.82113578,1.33E-55,1.02E-53
PCYT1A,-1.141970313,4.97054708,1.59E-55,1.22E-53
HSPA1A,-0.976568423,6.740865523,1.65E-55,1.27E-53
STARD7,-0.857669439,7.100285734,2.02E-55,1.54E-53
TMEM123,0.935737377,6.138720205,2.68E-55,2.05E-53
GLUL,-0.830538991,7.64903031,3.84E-55,2.92E-53
CDK19,1.35159972,4.093232144,4.01E-55,3.04E-53
C4orf47,2.699451986,1.895869426,4.42E-55,3.35E-53
JAG1,1.057303362,6.504751954,4.48E-55,3.39E-53
CHST2,-1.175044192,4.655412373,6.71E-55,5.06E-53
HNRNPH3,0.960579581,7.557638077,1.2E-54,8.99E-53
TAC1,-1.640450897,3.327106352,2.56E-54,1.92E-52
RRP7A,-1.042847937,5.348531479,2.63E-54,1.97E-52
HECA,1.385548343,3.877591712,2.76E-54,2.06E-52
ELK4,1.195677937,5.506255583,2.78E-54,2.07E-52
MBD3L2,-1.040129837,5.839947633,2.91E-54,2.17E-52
PHYHIP,2.024419312,2.692279396,3.4E-54,2.53E-52
PPP2R5B,1.680910332,3.473105607,3.65E-54,2.71E-52
RPUSD1,-1.246840014,4.331196802,4.74E-54,3.51E-52
TTLL12,-0.859524311,6.638406817,4.89E-54,3.61E-52
RBM14,-0.907772057,6.253265029,5.6E-54,4.12E-52
PCIF1,1.205564671,4.70230773,6.85E-54,5.03E-52
C1orf61,2.621070031,1.996451395,8.66E-54,6.35E-52
PDGFB,1.269850378,4.578642059,9.35E-54,6.84E-52
LPL,1.675007468,3.403803197,9.94E-54,7.26E-52
DNAH11,1.089657479,5.674592172,1.18E-53,8.6E-52
ZIK1,-1.03773959,5.088071455,1.24E-53,9.02E-52
C9orf135,-1.494820519,3.689988349,1.28E-53,9.3E-52
TMEM68,1.288446507,4.406301501,1.31E-53,9.51E-52
RIMKLA,1.42965976,4.102075446,1.37E-53,9.89E-52
SNAPC1,1.166508121,4.50622385,1.45E-53,1.05E-51
DERPC,-0.948028651,6.347032591,1.55E-53,1.12E-51
SLC8A3,3.299126547,1.551885738,1.75E-53,1.26E-51
RBM14-RBM4,-0.894564535,6.550553196,2.74E-53,1.97E-51
ELK3,-1.175453068,4.496150961,3.99E-53,2.85E-51
CNOT8,0.921608215,5.841619238,4.49E-53,3.19E-51
CHTF8,-0.944999877,6.356433589,4.49E-53,3.19E-51
TUBB2A,-0.780443754,8.713463106,5.01E-53,3.55E-51
ANGPTL2,-1.993162675,2.630278476,5.33E-53,3.77E-51
RFPL4B,-0.845899321,7.495675731,5.39E-53,3.81E-51
RFPL4AL1,-1.098676182,4.931904193,5.81E-53,4.1E-51
RRS1,-1.155234112,5.011197836,9.38E-53,6.6E-51
CBSL,-0.930694491,6.539405175,9.69E-53,6.81E-51
PGM2L1,0.974262008,6.078792502,1.01E-52,7.07E-51
RNASE4,3.383945116,1.851382455,1.09E-52,7.62E-51
AP3B2,-1.421529792,4.325403325,1.18E-52,8.23E-51
WDR77,-0.948828966,6.135097169,1.73E-52,1.21E-50
MREG,-1.331530959,4.242477442,1.77E-52,1.24E-50
ZNF480,-1.36063801,4.069235916,2.3E-52,1.6E-50
VANGL1,-1.421197309,4.512694615,2.33E-52,1.62E-50
PRR23D1,-1.906589652,3.774286291,2.33E-52,1.62E-50
SPON1,-1.745770585,3.395649691,2.53E-52,1.75E-50
NDST1,-1.136677025,6.396278861,3.16E-52,2.19E-50
AP5Z1,-1.06189354,4.89593076,3.96E-52,2.74E-50
NETO2,-1.134928274,4.607768847,4.04E-52,2.79E-50
TMEM106C,1.281281766,4.011906999,4.08E-52,2.81E-50
LAMP1,-0.822056014,7.294411357,5.13E-52,3.53E-50
PJA2,0.869717693,6.566538983,5.53E-52,3.8E-50
LMAN1,0.883945243,7.061464405,6.17E-52,4.24E-50
HAPLN3,1.333261345,4.248599756,6.87E-52,4.71E-50
HEATR5B,1.095855489,5.032447343,8.86E-52,6.06E-50
NEFM,0.839552917,7.32877829,9.43E-52,6.44E-50
MLF1,1.109523651,4.57656568,9.78E-52,6.67E-50
HEPH,0.999920879,5.670176774,9.79E-52,6.67E-50
FAM72A,1.578520189,3.69530553,1.04E-51,7.05E-50
ADAM19,-0.980532452,5.491945147,1.15E-51,7.8E-50
FAM210A,1.039901715,4.891590154,1.26E-51,8.58E-50
AL360181.3,-1.00722156,5.212166278,1.54E-51,1.04E-49
HLA-DOA,1.028022522,4.971263771,1.55E-51,1.05E-49
SLC25A30,1.531038891,3.537209347,2.26E-51,1.53E-49
RTKN,-1.125490575,4.545041199,2.59E-51,1.74E-49
LSM11,1.947600117,3.731162767,2.67E-51,1.8E-49
KPNA5,1.310727378,4.213000693,4.05E-51,2.72E-49
TFDP1,-0.917661198,6.072121262,4.08E-51,2.74E-49
CAVIN1,-0.873898232,6.22549449,4.86E-51,3.25E-49
NOP14,-0.9733166,5.63852242,6.38E-51,4.27E-49
ITGB5,-0.81073367,8.14754029,7.24E-51,4.83E-49
CCDC97,-1.314160738,4.501615517,8.31E-51,5.53E-49
ZNF596,-1.081063616,5.275849157,8.57E-51,5.69E-49
RAB37,2.606054237,1.984625923,9.82E-51,6.52E-49
CNN1,-1.192360579,4.678209442,1.1E-50,7.27E-49
POLR1A,-0.866548031,6.489573556,1.25E-50,8.3E-49
TDGF1,-0.774032583,8.176000428,1.8E-50,1.19E-48
EZR,-0.830875965,8.461167747,1.91E-50,1.26E-48
ADGRE2,1.885385245,2.864908375,2.08E-50,1.37E-48
PSPN,-1.378895604,3.929730605,2.11E-50,1.39E-48
MSH2,0.841646964,8.03884457,2.21E-50,1.45E-48
KIF2C,0.862126451,6.552027571,3.27E-50,2.14E-48
ODF2,1.112705368,4.918164801,3.46E-50,2.26E-48
TOB2,-0.90526336,5.786172824,4.41E-50,2.87E-48
SRSF8,-0.873343644,6.407494435,4.79E-50,3.1E-48
AC073896.1,-0.951586337,5.700358819,4.91E-50,3.18E-48
SMOX,-1.097342812,4.633972626,6.34E-50,4.09E-48
PCDHGB2,0.97419501,5.204974266,6.73E-50,4.34E-48
ZNF296,-0.912798947,5.819931578,7.34E-50,4.72E-48
GPLD1,-1.030710446,4.836874494,7.68E-50,4.93E-48
PHLDA2,-1.160174821,4.578015604,8.78E-50,5.63E-48
MFSD6L,2.801474182,1.794541882,9.73E-50,6.24E-48
PCDHGA3,1.006490882,5.14330909,9.91E-50,6.34E-48
FAM72D,2.053534428,3.4194575,1.01E-49,6.45E-48
LRATD1,1.639901657,3.817907038,1.02E-49,6.53E-48
GTF2F1,-0.811154236,7.625443502,1.05E-49,6.69E-48
EXOC3L2,2.757784216,1.961935183,1.22E-49,7.74E-48
FRG2C,-0.947267835,5.654492706,1.31E-49,8.29E-48
WEE1,-0.859169776,7.285108274,1.7E-49,1.07E-47
STMN3,-0.934079227,5.60263596,1.97E-49,1.25E-47
CCN2,0.87474345,7.255585199,2.06E-49,1.3E-47
C6orf132,-0.982301566,5.099530537,2.83E-49,1.79E-47
SRRT,-0.903601712,7.112767059,3.52E-49,2.21E-47
ATP6V1D,-1.263923325,4.907245442,4.71E-49,2.96E-47
BUB1,0.84844893,6.978566923,5.26E-49,3.29E-47
TUBE1,1.235704142,4.014007334,5.68E-49,3.55E-47
MMD,1.049650395,4.85686529,5.81E-49,3.63E-47
DGCR8,-1.031247651,5.450094924,5.94E-49,3.71E-47
ATF5,-1.108948984,4.817732947,6.88E-49,4.28E-47
HSDL1,0.935747047,5.811612061,9.38E-49,5.83E-47
PCDHGA4,0.977849151,5.151054448,1.03E-48,6.39E-47
PDPN,-0.972982745,5.824465659,1.1E-48,6.81E-47
TRMT61A,-1.232318243,4.211240614,1.13E-48,6.96E-47
PYGB,-0.870928146,6.200455954,1.17E-48,7.18E-47
HM13,-0.787393491,7.394101852,1.41E-48,8.64E-47
BTAF1,0.82715065,6.696139845,1.42E-48,8.71E-47
GCLM,-1.535466377,4.502992053,2.22E-48,1.36E-46
LRATD2,-0.858653537,6.024169363,4.4E-48,2.69E-46
PCDHGB1,0.965961108,5.228706629,4.56E-48,2.78E-46
PCDHGB5,0.958307365,5.227188922,4.62E-48,2.81E-46
UGP2,0.7838652,8.667957874,4.62E-48,2.81E-46
ATRN,0.894461998,5.641987724,4.93E-48,3E-46
CUL7,0.953971914,5.296553077,5.12E-48,3.1E-46
RFPL4A,-0.930383332,5.55381576,5.18E-48,3.14E-46
TOE1,-1.597806151,3.346725464,5.22E-48,3.16E-46
DCBLD1,1.284030558,4.265815608,5.28E-48,3.19E-46
TCEA1,-0.801278624,7.572748412,5.36E-48,3.24E-46
PCDHGC5,0.984786829,5.081044776,5.43E-48,3.27E-46
STAC2,2.154265914,2.221972233,7.13E-48,4.29E-46
TMEM250,-0.988673116,5.040186821,7.21E-48,4.33E-46
TRIT1,1.040658827,4.701743494,7.52E-48,4.51E-46
DDB2,0.990008048,5.079092829,8.26E-48,4.95E-46
TMEM263,1.118843038,4.548365046,1E-47,6.01E-46
FAM171B,0.955574395,5.226882452,1.03E-47,6.16E-46
CEP44,1.109909653,4.460115579,1.21E-47,7.23E-46
DDX41,0.87573747,5.895287819,1.22E-47,7.28E-46
PPM1A,0.903768473,5.831483637,1.3E-47,7.72E-46
DUX4,-1.405220374,7.529596518,2.19E-47,1.3E-45
PCDHGA9,0.981531428,5.105810731,2.48E-47,1.47E-45
VEGFA,0.915634672,6.139214203,5.06E-47,2.98E-45
WDYHV1,1.368624033,3.680043806,5.77E-47,3.39E-45
NOL6,-0.833386238,6.17706752,5.89E-47,3.45E-45
ADM,0.872186345,7.11647639,5.93E-47,3.46E-45
L1TD1,-0.726388133,9.01415046,6.49E-47,3.79E-45
TRIM49D2,-0.8433372,6.326795235,6.69E-47,3.9E-45
ABCA3,-1.490036131,3.35607595,6.7E-47,3.9E-45
LSAMP,-1.790361444,3.082391723,7.34E-47,4.27E-45
PRAMEF8,-1.69476004,3.360749779,7.42E-47,4.31E-45
FKRP,-1.184873933,5.543600654,8.27E-47,4.8E-45
FOXJ3,0.868044561,6.059417952,9.69E-47,5.61E-45
TOP2A,0.749609387,8.461141636,1.6E-46,9.24E-45
SMN1,0.997815261,6.065085419,1.71E-46,9.87E-45
PCDHGA7,0.963412549,5.101511686,1.77E-46,1.02E-44
FOXD1,-1.651129503,2.949970505,1.79E-46,1.03E-44
PCDHGC4,0.973127927,5.095797095,2.02E-46,1.16E-44
THRB,-2.191781855,2.306619694,2.36E-46,1.35E-44
WDR17,1.495921122,3.468741056,2.91E-46,1.67E-44
CYP20A1,-1.266042408,3.888934039,3.37E-46,1.92E-44
COL1A1,-0.840455337,8.423627489,3.52E-46,2.01E-44
ANK2,-1.061276001,5.566189748,4.03E-46,2.3E-44
PLXND1,-0.986978867,6.411706541,4.8E-46,2.73E-44
JPT2,-0.768198601,7.291743433,5.15E-46,2.93E-44
AL035078.4,-0.947399595,5.638721536,5.26E-46,2.99E-44
C1orf122,-0.944730225,5.30916994,5.34E-46,3.03E-44
PUS1,-1.189639137,4.948804823,5.92E-46,3.35E-44
ZNF48,-1.148633136,4.973396717,6.17E-46,3.49E-44
ISCA1,1.05844567,5.623076313,6.75E-46,3.81E-44
SULT4A1,1.364394644,3.779842609,7.53E-46,4.24E-44
CAVIN3,-1.946211626,4.061440257,7.88E-46,4.43E-44
POLR1B,-0.88694256,5.783461661,7.99E-46,4.49E-44
LTO1,-0.973445883,5.07414465,8E-46,4.49E-44
CLDN6,-0.729326921,8.575682051,8.1E-46,4.54E-44
PATZ1,-0.862041372,5.863556397,8.64E-46,4.83E-44
STAC,-1.37888021,3.565028925,9.76E-46,5.46E-44
SMO,-0.980055155,5.664003425,1.08E-45,6.01E-44
PCDHGA11,0.93770936,5.253551723,1.11E-45,6.17E-44
PPL,-0.960758265,6.077863669,1.23E-45,6.85E-44
CCN1,-0.82013876,6.168216857,1.32E-45,7.35E-44
CEP104,-1.130671351,4.367543466,1.5E-45,8.31E-44
DCAF7,0.784893888,6.858092678,1.69E-45,9.37E-44
RAB4B-EGLN2,-0.943996853,5.804420831,1.95E-45,1.08E-43
PCDHGA1,0.945402511,5.158339953,1.97E-45,1.09E-43
MBD3L3,-1.087264874,4.57014658,2.01E-45,1.11E-43
ANKRD46,1.131547058,4.414970997,2.1E-45,1.16E-43
RLF,0.983336381,5.535068625,2.33E-45,1.28E-43
PALLD,-1.004118922,4.851958773,2.85E-45,1.57E-43
TRIP6,-0.863956811,6.194412442,3.07E-45,1.69E-43
GTPBP1,0.887102153,6.674011106,3.69E-45,2.02E-43
CHAC1,-1.073216283,4.835393794,4.15E-45,2.27E-43
MARC1,-1.059111106,4.544133366,4.19E-45,2.29E-43
RAB12,0.985530337,5.247984877,4.82E-45,2.63E-43
CCNL2,-0.845479095,6.472752515,4.92E-45,2.69E-43
EEF1AKNMT,-0.842259129,5.946523852,5.9E-45,3.21E-43
BEND3,-1.1010498,5.413829132,6.54E-45,3.56E-43
PGM1,0.902711772,5.974092691,6.56E-45,3.57E-43
GRM4,1.14027264,5.552198438,7.87E-45,4.25E-43
LMBRD2,1.42583115,3.404662997,7.93E-45,4.28E-43
CLDN11,1.657149274,2.976964405,8.55E-45,4.62E-43
ID4,-1.084006831,4.392599545,8.89E-45,4.79E-43
POLR3H,-0.918143561,5.488722779,8.94E-45,4.81E-43
FST,-1.559678216,3.227093551,9.02E-45,4.85E-43
SNAPC4,-1.134214099,4.990126276,9.9E-45,5.32E-43
COL2A1,1.479347411,3.317727999,1.01E-44,5.4E-43
EIF4EBP1,-0.913798505,6.333267556,1.04E-44,5.6E-43
ACAP3,-1.070949968,4.894913764,1.07E-44,5.74E-43
TM2D2,-1.025150229,4.763450108,1.09E-44,5.81E-43
RUFY2,0.85867348,6.032895485,1.12E-44,5.96E-43
PPP1R12A,0.769016142,6.829220464,1.5E-44,8.02E-43
PCDHGA2,0.971419041,5.117996004,1.64E-44,8.72E-43
IGFBP6,-1.384170227,3.529258908,2.11E-44,1.12E-42
PLEKHG2,-0.916118281,5.654404184,2.33E-44,1.24E-42
IL17RD,0.76628349,7.163127791,2.52E-44,1.34E-42
TFAP2C,-1.077762473,4.571297648,2.73E-44,1.45E-42
CHRNA9,-2.100262058,2.562892684,2.89E-44,1.53E-42
Z83844.3,0.843250125,6.033368364,3.15E-44,1.66E-42
RRM2B,0.814194281,6.416729065,3.55E-44,1.87E-42
PDP1,-1.284718968,5.322671947,3.56E-44,1.87E-42
FAM117B,0.966144202,5.555212776,3.66E-44,1.92E-42
HSPA4L,1.72288525,3.662474632,3.72E-44,1.95E-42
ANKRA2,1.555806466,3.524974559,4.91E-44,2.57E-42
EPHX1,-0.882680507,5.565806779,5.83E-44,3.04E-42
HSD17B4,0.756452458,7.496307261,6.76E-44,3.53E-42
PCDHGA12,0.928153586,5.123266994,6.83E-44,3.56E-42
KISS1R,2.327496724,1.9236407,7.01E-44,3.65E-42
TMEM222,-1.162195166,4.038394292,8.34E-44,4.33E-42
BCL6,1.684596369,3.66753234,8.68E-44,4.5E-42
MAFG,-0.861463743,5.86130564,9.4E-44,4.88E-42
MBD3,-1.054448082,5.997641856,1.07E-43,5.53E-42
IPMK,0.940295765,4.976733592,1.17E-43,6.04E-42
AKT1S1,-0.885228594,5.407081338,1.28E-43,6.6E-42
FAT3,1.022066686,5.88398028,1.29E-43,6.64E-42
MAP1A,-1.758133839,2.718555422,1.53E-43,7.89E-42
PRKAB2,0.918106597,5.655387032,1.75E-43,9E-42
PLEC,-0.978608775,8.055293649,1.77E-43,9.11E-42
UMPS,-0.902660819,5.290488039,2.25E-43,1.16E-41
ICMT,-0.749656965,6.838449189,2.58E-43,1.32E-41
PNP,-0.717583617,8.104730845,2.63E-43,1.34E-41
CLCN7,-0.819114044,5.946128902,2.75E-43,1.41E-41
MEPCE,-0.972193448,5.389420248,2.99E-43,1.53E-41
CHPF2,-1.471970021,4.081291858,4.44E-43,2.26E-41
PCDHGA5,0.930542047,5.155694534,4.81E-43,2.44E-41
GALNT11,1.100342266,4.780910323,5.75E-43,2.92E-41
DENND5B,-1.002043595,4.649001546,5.85E-43,2.97E-41
AKAP9,0.847824126,5.786796465,6.13E-43,3.11E-41
SH3GL1,-0.781353656,6.679086765,6.48E-43,3.28E-41
INTS2,1.004523694,5.15096357,6.87E-43,3.47E-41
TRIM49D1,-0.796981698,6.235797427,7.04E-43,3.55E-41
TPCN2,-1.240968667,4.28547255,7.36E-43,3.71E-41
OLFM1,-0.937676686,5.081936016,9.18E-43,4.62E-41
SERTAD1,-1.12754271,4.279435627,9.32E-43,4.68E-41
PARD6B,1.284708505,3.943178027,9.94E-43,4.98E-41
GALNS,-1.413235284,3.377528529,1.09E-42,5.48E-41
PPP4R1,-0.774770044,6.403604206,1.12E-42,5.62E-41
ZNF333,1.502067599,3.373606172,1.18E-42,5.88E-41
PCDHGB3,0.921980267,5.16861276,1.28E-42,6.39E-41
EFNB2,-0.96460245,5.090911445,1.4E-42,6.98E-41
SEC31B,2.006294659,2.70194823,1.49E-42,7.42E-41
MLLT3,1.616381016,3.003239214,1.91E-42,9.53E-41
RORA,1.265117607,3.977450196,1.98E-42,9.83E-41
COL18A1,-0.767441112,8.831499428,1.99E-42,9.9E-41
TMF1,0.886054758,5.271976127,2.11E-42,1.05E-40
SHC3,-1.021621247,4.674153091,2.79E-42,1.39E-40
PVR,-1.173867504,4.120770986,2.83E-42,1.4E-40
SORBS2,-1.37391501,3.517869757,2.85E-42,1.41E-40
TSGA10IP,3.544976077,1.210185228,2.89E-42,1.43E-40
TUBB4B,-0.703893749,8.097721777,3E-42,1.48E-40
CD151,-0.862508952,5.57345734,3E-42,1.48E-40
CLIP1,-0.922260979,5.346992758,3.3E-42,1.62E-40
GIGYF1,-0.839896524,6.459736903,3.48E-42,1.71E-40
PRKACB,-1.206620399,4.573941096,3.55E-42,1.74E-40
SLC7A1,-0.974457238,7.193154059,3.74E-42,1.83E-40
ENPP1,0.917888355,6.381156185,3.97E-42,1.95E-40
CHST10,-1.07682051,4.478718928,4.17E-42,2.04E-40
DYNLL1,-0.848951317,6.543821859,4.21E-42,2.06E-40
ATP8B3,2.078083293,2.686713652,4.51E-42,2.2E-40
SYTL2,-1.320295755,3.548982139,4.55E-42,2.22E-40
SEMA3F,0.948726077,5.000161038,5.65E-42,2.75E-40
RBM47,-0.848954164,6.154571124,6E-42,2.91E-40
BRWD1,0.830602905,6.391099675,6.07E-42,2.95E-40
C6orf62,-0.783292768,6.345223548,6.32E-42,3.06E-40
SRRD,-0.881466816,5.582498342,6.46E-42,3.13E-40
CLU,-0.719571797,7.470736748,7.79E-42,3.76E-40
PCDH9,-1.079896417,5.147749421,7.8E-42,3.77E-40
TRIM56,-0.960935134,5.242108208,7.87E-42,3.79E-40
MRPS12,-1.044615436,4.760462327,8.06E-42,3.88E-40
WASF3,0.951641696,5.354626081,8.36E-42,4.02E-40
TIMM44,-0.871003315,5.968228069,8.43E-42,4.05E-40
PARVA,-1.057441439,4.346476854,9.43E-42,4.52E-40
ZDBF2,1.056071737,5.240526891,9.88E-42,4.73E-40
RAB38,1.221749112,3.887675859,1.13E-41,5.41E-40
SH3BP4,-0.836612114,5.738802674,1.13E-41,5.42E-40
SF3B4,-0.800286432,6.275428417,1.17E-41,5.58E-40
PCDHGC3,0.884690408,5.255251261,1.17E-41,5.59E-40
NOP56,-0.780132576,7.510057372,1.35E-41,6.45E-40
BMF,1.218845174,4.265476071,1.37E-41,6.5E-40
NIP7,-0.912288624,5.119334844,1.45E-41,6.88E-40
ANKRD33,4.219283578,0.64514314,1.53E-41,7.27E-40
PCDH11X,1.129206932,4.48918817,1.59E-41,7.56E-40
PDE5A,0.850210259,5.441472223,1.7E-41,8.06E-40
C11orf95,-0.876272002,5.241895723,1.71E-41,8.09E-40
MARCKS,0.720253101,7.151370593,1.77E-41,8.35E-40
FGFR2,-0.947868176,5.63371103,1.91E-41,8.99E-40
MXD1,1.069950766,4.617607122,2.03E-41,9.54E-40
SERTAD2,1.407732258,3.736194317,2.29E-41,1.08E-39
MAP2K6,0.968122463,5.012952613,2.45E-41,1.15E-39
SYNJ2,-1.249768126,4.175410248,2.48E-41,1.16E-39
AC011462.1,0.930138434,4.922652121,2.53E-41,1.18E-39
MYEF2,0.767850249,6.429481867,2.59E-41,1.21E-39
PCDHGB7,0.919763536,5.26063381,3.15E-41,1.47E-39
FAM160B2,1.159756933,4.010676622,3.27E-41,1.53E-39
UBA6,0.773262695,6.457880588,3.37E-41,1.57E-39
GAL,-0.759958099,7.031069428,3.59E-41,1.67E-39
NRXN1,1.303675042,3.540160577,3.61E-41,1.68E-39
AGRN,-0.722688123,7.73102782,3.73E-41,1.74E-39
GPSM1,-1.206410464,4.238319648,3.97E-41,1.84E-39
NAV3,-1.454799969,3.215599744,4.04E-41,1.88E-39
NR6A1,0.760352964,7.3844241,4.16E-41,1.93E-39
TGIF2,0.838575415,5.591026867,4.22E-41,1.96E-39
TFIP11,-0.748472537,6.926665882,4.87E-41,2.25E-39
COL9A3,-1.046287497,4.586654409,5.13E-41,2.37E-39
COLGALT1,0.813494897,6.136016276,5.52E-41,2.55E-39
C9orf72,0.99269778,4.531704727,5.56E-41,2.57E-39
HPCAL4,2.739152849,1.331657005,5.6E-41,2.58E-39
NCS1,-0.891898909,5.089812733,6.04E-41,2.78E-39
MGAT4B,-0.827429014,6.863535604,6.46E-41,2.97E-39
TENT5C,-1.287447872,4.169305285,7.6E-41,3.49E-39
HAS3,-0.802209817,5.957341624,7.83E-41,3.6E-39
CENPH,0.895938324,5.575413424,8.78E-41,4.02E-39
MT-ND4L,-0.681213142,9.48450615,9.34E-41,4.28E-39
TEAD4,-0.803884919,5.918659965,1.09E-40,4.98E-39
VWDE,1.265126539,4.669854546,1.09E-40,4.99E-39
PAN2,1.049016364,4.632744672,1.11E-40,5.08E-39
CCNI,-0.736124181,7.325748835,1.3E-40,5.92E-39
NFKB2,0.956005035,4.828625252,1.72E-40,7.84E-39
NSD3,0.768909323,6.200209683,1.79E-40,8.15E-39
TIGD5,-1.485648147,3.158432517,2.86E-40,1.3E-38
ERVK3-1,-0.932644591,4.793506314,3.04E-40,1.37E-38
EBI3,-2.223974774,2.348695022,3.46E-40,1.56E-38
MICALL1,-0.846163147,5.457732359,3.54E-40,1.6E-38
TGS1,-0.916755013,5.302530192,3.6E-40,1.63E-38
FHDC1,-0.820621018,5.955034236,3.69E-40,1.66E-38
TCAF1,0.893494061,5.06145914,4.04E-40,1.82E-38
FOXI3,-1.403747688,3.694555851,4.04E-40,1.82E-38
BAG2,-0.957235368,5.343717564,4.29E-40,1.93E-38
KLF10,0.885535315,5.663835205,4.61E-40,2.07E-38
HGH1,-0.967113964,4.85568644,4.89E-40,2.19E-38
SPPL2B,-0.86121263,5.220834905,5.08E-40,2.28E-38
ZNF268,-0.936856098,4.986044869,5.27E-40,2.36E-38
COPG2,0.759324599,6.211239741,6.07E-40,2.71E-38
CDC7,0.864695367,5.225926856,7.34E-40,3.27E-38
PITPNA,-0.871973827,5.892861004,8.05E-40,3.58E-38
MAPK13,1.163119316,3.988938738,8.69E-40,3.87E-38
ZNF705E,-1.294702208,4.232591787,9.01E-40,4.01E-38
ZSCAN10,-0.776630706,7.236754143,9.52E-40,4.23E-38
C1GALT1,0.74958154,6.506177468,9.78E-40,4.34E-38
DGCR2,-0.845487912,5.974657223,1.02E-39,4.54E-38
SULF1,1.716079044,2.748445124,1.04E-39,4.61E-38
MMP16,0.882720133,5.114053708,1.16E-39,5.12E-38
BCAR1,-0.807267388,6.918124274,1.21E-39,5.32E-38
ABCF2,-0.934098793,5.774856026,1.31E-39,5.76E-38
KLF4,-1.075503635,4.164695856,1.39E-39,6.13E-38
ATAD5,0.883327639,5.209319718,1.41E-39,6.2E-38
